Target distance: 78, Step size: 1
4366: (x,y) = (-26.6342, 62.8047)
4367: (x,y) = (-27.5061, 63.2945)
4368: (x,y) = (-27.6013, 64.2899)
4369: (x,y) = (-26.6619, 63.9472)
4370: (x,y) = (-27.2289, 63.1235)
4371: (x,y) = (-27.3924, 64.1101)
4372: (x,y) = (-27.113, 65.0702)
4373: (x,y) = (-26.4608, 65.8283)
4374: (x,y) = (-26.6157, 64.8404)
4375: (x,y) = (-27.2107, 64.0367)
4376: (x,y) = (-26.8525, 64.9703)
4377: (x,y) = (-27.016, 65.9569)
4378: (x,y) = (-27.5664, 65.122)
4379: (x,y) = (-27.3202, 66.0912)
4380: (x,y) = (-26.7903, 66.9393)
4381: (x,y) = (-26.8426, 65.9406)
4382: (x,y) = (-26.3901, 66.8324)
4383: (x,y) = (-25.9737, 65.9232)
4384: (x,y) = (-26.5193, 66.7612)
4385: (x,y) = (-25.5669, 67.066)
4386: (x,y) = (-26.2158, 66.3051)
4387: (x,y) = (-25.3296, 66.7685)
4388: (x,y) = (-25.5661, 65.7968)
4389: (x,y) = (-24.9955, 66.6181)
4390: (x,y) = (-25.9097, 66.2128)
4391: (x,y) = (-26.1932, 67.1717)
4392: (x,y) = (-25.9721, 66.1965)
4393: (x,y) = (-26.5462, 67.0152)
4394: (x,y) = (-27.5455, 66.9765)
4395: (x,y) = (-26.7954, 67.6379)
4396: (x,y) = (-25.9846, 67.0527)
4397: (x,y) = (-26.3521, 66.1227)
4398: (x,y) = (-25.827, 65.2716)
4399: (x,y) = (-26.827, 65.2817)
4400: (x,y) = (-27.3484, 64.4283)
4401: (x,y) = (-28.3402, 64.301)
4402: (x,y) = (-28.1866, 63.3129)
4403: (x,y) = (-27.6863, 64.1787)
4404: (x,y) = (-28.2367, 63.3438)
4405: (x,y) = (-27.7714, 62.4586)
4406: (x,y) = (-27.2174, 61.6261)
4407: (x,y) = (-26.6188, 62.4272)
4408: (x,y) = (-25.9666, 63.1853)
4409: (x,y) = (-26.9666, 63.181)
4410: (x,y) = (-27.6221, 63.9362)
4411: (x,y) = (-28.4421, 63.3638)
4412: (x,y) = (-29.348, 62.9403)
4413: (x,y) = (-28.8229, 62.0892)
4414: (x,y) = (-29.0454, 61.1142)
4415: (x,y) = (-28.1785, 60.6157)
4416: (x,y) = (-27.7884, 61.5365)
4417: (x,y) = (-28.5182, 62.2201)
4418: (x,y) = (-27.5277, 62.3574)
4419: (x,y) = (-26.7052, 61.7885)
4420: (x,y) = (-26.2098, 60.9199)
4421: (x,y) = (-27.0597, 60.393)
4422: (x,y) = (-28.0596, 60.403)
4423: (x,y) = (-27.1928, 59.9045)
4424: (x,y) = (-27.2737, 60.9013)
4425: (x,y) = (-26.2949, 61.1063)
4426: (x,y) = (-25.379, 61.5076)
4427: (x,y) = (-26.3511, 61.7419)
4428: (x,y) = (-25.3606, 61.8791)
4429: (x,y) = (-25.0674, 62.8352)
4430: (x,y) = (-24.0977, 62.5911)
4431: (x,y) = (-23.1369, 62.3138)
4432: (x,y) = (-23.306, 61.3282)
4433: (x,y) = (-22.3822, 61.7111)
4434: (x,y) = (-21.7952, 62.5207)
4435: (x,y) = (-22.2259, 61.6182)
4436: (x,y) = (-21.4356, 61.0055)
4437: (x,y) = (-21.6999, 61.9699)
4438: (x,y) = (-20.9971, 62.6813)
4439: (x,y) = (-20.0679, 63.0509)
4440: (x,y) = (-19.6333, 62.1502)
4441: (x,y) = (-20.6312, 62.2147)
4442: (x,y) = (-21.1817, 61.3798)
4443: (x,y) = (-21.517, 60.4377)
4444: (x,y) = (-22.1917, 59.6996)
4445: (x,y) = (-23, 60.2883)
4446: (x,y) = (-22.1508, 59.7602)
4447: (x,y) = (-21.4103, 60.4323)
4448: (x,y) = (-20.5309, 60.9084)
4449: (x,y) = (-20.4201, 61.9022)
4450: (x,y) = (-19.4676, 62.207)
4451: (x,y) = (-18.6007, 61.7085)
4452: (x,y) = (-18.0184, 60.8955)
4453: (x,y) = (-18.9738, 60.6003)
4454: (x,y) = (-18.326, 59.8386)
4455: (x,y) = (-19.1729, 60.3703)
4456: (x,y) = (-18.5516, 59.5867)
4457: (x,y) = (-18.4066, 60.5761)
4458: (x,y) = (-17.7079, 59.8607)
4459: (x,y) = (-17.2682, 60.7589)
4460: (x,y) = (-17.4033, 59.7681)
4461: (x,y) = (-16.9029, 60.6339)
4462: (x,y) = (-16.4025, 61.4997)
4463: (x,y) = (-17.3562, 61.8003)
4464: (x,y) = (-17.4028, 62.7992)
4465: (x,y) = (-17.9652, 63.6261)
4466: (x,y) = (-18.8686, 64.0548)
4467: (x,y) = (-18.4471, 64.9616)
4468: (x,y) = (-19.0694, 64.1789)
4469: (x,y) = (-19.997, 63.8053)
4470: (x,y) = (-19.9404, 64.8037)
4471: (x,y) = (-19.8551, 63.8073)
4472: (x,y) = (-20.5751, 64.5014)
4473: (x,y) = (-20.2492, 65.4468)
4474: (x,y) = (-20.1983, 64.4481)
4475: (x,y) = (-19.2271, 64.6866)
4476: (x,y) = (-18.5534, 63.9476)
4477: (x,y) = (-18.8752, 63.0008)
4478: (x,y) = (-18.3453, 63.8489)
4479: (x,y) = (-18.5285, 64.832)
4480: (x,y) = (-17.5624, 64.574)
4481: (x,y) = (-18.5607, 64.5152)
4482: (x,y) = (-19.5602, 64.5453)
4483: (x,y) = (-18.7753, 65.1649)
4484: (x,y) = (-19.4198, 65.9294)
4485: (x,y) = (-19.8192, 65.0126)
4486: (x,y) = (-19.4159, 64.0975)
4487: (x,y) = (-20.4101, 63.9902)
4488: (x,y) = (-19.5432, 63.4917)
4489: (x,y) = (-18.5527, 63.6289)
4490: (x,y) = (-18.7217, 62.6433)
4491: (x,y) = (-19.1832, 61.7561)
4492: (x,y) = (-18.8063, 62.6824)
4493: (x,y) = (-18.0376, 62.0428)
4494: (x,y) = (-18.941, 62.4715)
4495: (x,y) = (-19.8839, 62.8048)
4496: (x,y) = (-20.8539, 62.562)
4497: (x,y) = (-20.0945, 61.9114)
4498: (x,y) = (-20.7692, 61.1733)
4499: (x,y) = (-21.7674, 61.1146)
4500: (x,y) = (-21.7853, 60.1147)
4501: (x,y) = (-21.315, 60.9972)
4502: (x,y) = (-21.6314, 61.9459)
4503: (x,y) = (-21.0894, 62.7862)
4504: (x,y) = (-21.5508, 61.8991)
4505: (x,y) = (-20.7171, 62.4513)
4506: (x,y) = (-21.6968, 62.652)
4507: (x,y) = (-21.1595, 61.8086)
4508: (x,y) = (-20.3149, 62.344)
4509: (x,y) = (-19.4158, 61.9063)
4510: (x,y) = (-18.8173, 62.7074)
4511: (x,y) = (-17.9476, 63.201)
4512: (x,y) = (-18.9311, 63.382)
4513: (x,y) = (-19.5534, 62.5993)
4514: (x,y) = (-20.5503, 62.6781)
4515: (x,y) = (-19.8724, 63.4132)
4516: (x,y) = (-20.517, 64.1778)
4517: (x,y) = (-20.8792, 65.1099)
4518: (x,y) = (-21.4743, 64.3062)
4519: (x,y) = (-22.3584, 63.839)
4520: (x,y) = (-22.8451, 64.7125)
4521: (x,y) = (-23.6535, 65.3012)
4522: (x,y) = (-24.6046, 64.9923)
4523: (x,y) = (-24.1882, 64.0831)
4524: (x,y) = (-24.6317, 64.9794)
4525: (x,y) = (-23.6329, 65.0281)
4526: (x,y) = (-23.8972, 65.9926)
4527: (x,y) = (-23.3673, 66.8406)
4528: (x,y) = (-23.055, 67.7906)
4529: (x,y) = (-23.0672, 68.7906)
4530: (x,y) = (-23.5464, 67.9128)
4531: (x,y) = (-22.5588, 67.7558)
4532: (x,y) = (-23.4622, 68.1844)
4533: (x,y) = (-22.4622, 68.1844)
4534: (x,y) = (-23.3741, 68.5949)
4535: (x,y) = (-24.1908, 69.172)
4536: (x,y) = (-24.8463, 69.9272)
4537: (x,y) = (-24.0158, 69.3702)
4538: (x,y) = (-24.1452, 70.3618)
4539: (x,y) = (-24.0943, 69.3631)
4540: (x,y) = (-23.4464, 68.6014)
4541: (x,y) = (-24.3346, 69.0609)
4542: (x,y) = (-23.7973, 68.2174)
4543: (x,y) = (-24.472, 67.4793)
4544: (x,y) = (-25.2596, 68.0955)
4545: (x,y) = (-25.9593, 67.3811)
4546: (x,y) = (-25.8741, 66.3847)
4547: (x,y) = (-25.8375, 65.3854)
4548: (x,y) = (-25.9184, 66.3821)
4549: (x,y) = (-25.985, 65.3843)
4550: (x,y) = (-26.6597, 64.6462)
4551: (x,y) = (-27.491, 64.0904)
4552: (x,y) = (-26.8766, 64.8793)
4553: (x,y) = (-26.6639, 65.8564)
4554: (x,y) = (-27.5947, 66.222)
4555: (x,y) = (-27.4895, 65.2275)
4556: (x,y) = (-27.5017, 66.2275)
4557: (x,y) = (-26.5857, 66.6288)
4558: (x,y) = (-25.6866, 66.1911)
4559: (x,y) = (-25.6844, 65.1911)
4560: (x,y) = (-26.0969, 66.102)
4561: (x,y) = (-26.7966, 65.3876)
4562: (x,y) = (-26.9174, 64.3949)
4563: (x,y) = (-25.9591, 64.6805)
4564: (x,y) = (-25.0663, 64.23)
4565: (x,y) = (-24.7081, 65.1636)
4566: (x,y) = (-25.6972, 65.3107)
4567: (x,y) = (-26.5285, 64.7549)
4568: (x,y) = (-27.3249, 65.3597)
4569: (x,y) = (-27.3084, 64.3598)
4570: (x,y) = (-28.0382, 65.0435)
4571: (x,y) = (-28.3025, 66.0079)
4572: (x,y) = (-28.0231, 66.9681)
4573: (x,y) = (-28.9785, 66.6729)
4574: (x,y) = (-28.9907, 67.6728)
4575: (x,y) = (-28.1883, 67.076)
4576: (x,y) = (-27.8951, 68.0321)
4577: (x,y) = (-28.3206, 68.9371)
4578: (x,y) = (-28.859, 68.0943)
4579: (x,y) = (-29.8425, 68.2754)
4580: (x,y) = (-28.9903, 68.7986)
4581: (x,y) = (-29.4158, 69.7036)
4582: (x,y) = (-30.0712, 70.4588)
4583: (x,y) = (-29.9604, 71.4526)
4584: (x,y) = (-30.8803, 71.0605)
4585: (x,y) = (-30.2281, 71.8186)
4586: (x,y) = (-30.5254, 72.7734)
After 4586 steps, the subject has the following location:
(x,y) = (-30.5254, 72.7734)
 or
(m,a) = (78.9162, 57.1869)
Average outward distance per step = 0.0172081
